task_name,primitive,token_budget,run_num,repo,resolved,exit_status,patch_generated,failure_mode,step_count,total_tokens_consumed,total_prompt_tokens,total_completion_tokens,latency_e2e_s,latency_llm_s,mean_step_latency_s,compression_events,mean_compression_ratio,summarization_prompt_tokens,summarization_latency_s,trc_fallback_events,online_trc_clears,ablation,depth
scikit-learn__scikit-learn-11310,OTRC+TR,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,16580,15960,620,35.51,29.33,3.666,0,1.0,0,0.0,0,3,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,OTRC+SU-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,14641,14061,580,34.73,28.22,4.031,0,1.0,0,0.0,0,2,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,OTRC+TR,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,14893,14207,686,39.02,33.041,4.72,0,1.0,0,0.0,0,2,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,SS-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,10,25619,24615,1004,59.43,40.653,4.517,1,0.3291303541628036,4160,6.608,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,OTRC+SU-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,11,22376,21536,840,56.08,45.281,4.528,0,1.0,0,0.0,0,6,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,OTRC+SS-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,9,18503,17247,1256,77.21,65.205,8.151,0,1.0,0,0.0,0,4,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,OTRC+SU-partial,4000,1,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,343050,337633,5417,435.45,215.123,1.938,3,0.32431312801412693,11823,59.297,0,123,qwen25-7b-budgeted-4000,0.5
django__django-14999,OTRC+SS-partial,4000,2,django__django,,,False,silent_crash,96,256766,250755,6011,1500.02,314.039,3.529,2,0.3660828191309329,7319,20.321,0,163,qwen25-7b-budgeted-4000,0.5
django__django-17087,SU-full,4000,1,django__django,,,False,silent_crash,69,242269,229111,13158,1500.01,351.082,5.163,11,0.4046056800272696,44541,317.519,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,SU-full,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,6,21248,20782,466,27.06,21.075,3.512,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TR,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,15,54849,53610,1239,69.04,61.861,4.124,1,0.7680157946692991,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,SS,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,8,29810,29094,716,39.88,33.479,4.185,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
django__django-17087,TRC+SU,4000,2,django__django,,,False,silent_crash,80,272599,263042,9557,1500.02,442.644,5.533,11,0.7042573834860534,11992,62.365,0,0,qwen25-7b-budgeted-4000,0.5
django__django-17087,TRC+SS,4000,1,django__django,,,False,silent_crash,27,93950,91161,2789,1500.02,134.24,4.972,3,0.6787927014060905,5320,8.373,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,SU-full,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,22,74854,68807,6047,359.01,89.788,4.489,2,0.5922877745307652,9780,192.553,0,0,qwen25-7b-budgeted-4000,0.5
django__django-17087,TRC+SS,4000,2,django__django,,,False,silent_crash,84,319268,297825,21443,1500.02,455.121,5.418,16,0.7017360854937873,35865,665.339,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,OTRC+SS-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,19,49837,48078,1759,151.33,74.904,4.161,1,0.4390342868736052,3587,16.324,0,14,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TRC,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,25305,24724,581,30.79,24.681,3.526,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TRC,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,13,43582,42648,934,51.28,41.5,3.458,1,0.7902080783353733,0,0.0,1,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TRC+SU,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,4,15408,14891,517,30.05,13.942,3.485,1,0.7834167262330236,1284,7.944,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TRC+SS,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,25177,24656,521,28.26,22.251,3.179,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TRC+SS,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,7,25221,24683,538,29.94,23.312,3.33,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,SU-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,9,33549,32825,724,38.22,31.828,3.536,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,SU-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,29766,29101,665,40.94,29.445,3.681,1,0.7613059250302298,1262,1.795,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,OTRC+TR,4000,1,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,385695,374495,11200,584.87,561.711,4.494,7,0.522052409184973,0,0.0,0,117,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,OTRC+SU-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,24872,24366,506,31.47,23.226,3.318,0,1.0,0,0.0,0,3,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,OTRC+TR,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,13,41442,40555,887,54.6,41.461,3.769,1,0.7515366430260048,0,0.0,0,7,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,TR,4000,1,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,389177,379057,10120,520.0,496.924,3.975,6,0.49244151748545223,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,OTRC+SU-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,13,40288,39359,929,62.75,40.115,3.647,1,0.768172888015717,1248,3.004,0,7,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TRC+SU,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,14,56945,54900,2045,105.56,81.208,5.801,2,0.5780020878219695,5224,7.896,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,OTRC+SS-partial,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,5,17545,17074,471,26.85,20.929,4.186,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,SS,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,30,110276,107350,2926,146.85,101.695,3.632,4,0.8043732035458347,5152,29.795,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,OTRC+SS-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,10,37285,36418,867,43.16,36.925,3.692,0,1.0,0,0.0,0,5,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10297,SU-partial,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,59,208228,198908,9320,1186.44,339.296,5.85,9,0.4544501761355697,27907,121.471,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,OTRC+TR,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,20,72564,70821,1743,87.35,79.624,3.981,3,0.8219022591533905,0,0.0,0,10,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,SU-full,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,4,12989,12604,385,22.48,17.096,4.274,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,TR,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,46,171955,167589,4366,236.99,201.802,4.387,7,0.7982697596073342,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,TRC,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,25670,25094,576,32.52,26.385,3.298,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,SS,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,10,34900,33967,933,48.52,42.369,4.237,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,TRC+SU,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,12,43647,42677,970,64.34,43.501,3.955,2,0.6600657878591598,2118,2.274,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,SU-full,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,35,138785,134515,4270,228.35,161.149,4.604,5,0.7778370328844356,6478,33.002,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,SU-full,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,9,40536,38968,1568,102.51,37.439,4.16,3,0.5214208486092583,9780,32.378,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,SS,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,76,250491,240414,10077,550.41,368.531,4.914,8,0.43278532924035784,26006,108.213,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,TR,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,28,98866,96418,2448,125.67,112.744,4.027,7,0.7268187122233566,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,SU-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,29,101682,97743,3939,440.88,126.323,4.356,3,0.4279105057997436,11025,46.667,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,TRC+SS,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,13,47267,46023,1244,94.13,52.462,4.036,3,0.8050642216397267,2047,4.328,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10297,SS,4000,1,scikit-learn__scikit-learn,,,False,silent_crash,39,152901,145986,6915,1500.02,223.614,5.734,8,0.401879528138147,33032,122.323,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,SU-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,25495,24807,688,91.08,25.809,4.302,1,0.4482057242481476,4339,7.462,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,TR,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,35,131479,128347,3132,154.27,140.44,4.013,9,0.7158150004034364,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,OTRC+SS-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,5,18024,17451,573,31.36,19.92,3.984,1,0.6738228836301537,1796,5.691,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10297,SS-partial,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,48,151180,146432,4748,1291.32,205.485,4.67,5,0.4489690970220934,18082,49.21,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,OTRC+TR,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,13,45563,44338,1225,72.19,54.096,4.161,1,0.7263303386316516,0,0.0,0,5,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,SU-full,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,14055,13514,541,31.12,25.083,3.583,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,TRC+SU,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,20,75102,72884,2218,187.25,83.585,4.399,10,0.8557627537484743,5273,16.533,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,TRC,4000,2,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,391901,371419,20482,1025.23,1001.85,8.015,15,0.4746556502690923,0,0.0,15,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,TRC,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,47,173015,168869,4146,219.0,188.047,4.001,17,0.7282262078325288,0,0.0,17,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,TRC,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,8,19190,18449,741,41.12,34.376,4.297,2,0.6796635274183552,0,0.0,2,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,TRC,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,9,19647,18958,689,40.8,34.389,3.821,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,OTRC+SU-partial,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,13,53209,51437,1772,147.84,54.947,4.227,4,0.5567504110790897,11048,25.527,0,5,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,TRC+SU,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,9,26610,25822,788,44.25,37.992,4.221,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,TR,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,19,60228,58176,2052,156.72,96.639,5.086,4,0.6182994316297807,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,TRC+SS,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,13,41010,38485,2525,740.96,47.053,3.619,4,0.45985638863660533,10640,64.007,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10297,OTRC+SU-partial,4000,1,scikit-learn__scikit-learn,,,False,silent_crash,44,131425,121904,9521,1500.01,381.816,8.678,4,0.2844905781687468,16976,88.516,0,41,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,OTRC+TR,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,87,307584,299787,7797,388.24,362.11,4.162,18,0.6984099544796962,0,0.0,0,38,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,TRC+SU,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,18,63530,60361,3169,303.73,91.459,5.081,9,0.7930008381052492,6213,54.967,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10297,OTRC+SS-partial,4000,2,scikit-learn__scikit-learn,,,False,silent_crash,87,450133,420588,29545,1500.02,430.549,4.949,75,0.4167140844163552,243539,992.758,0,7,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,SU-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,14,46448,44443,2005,284.34,71.079,5.077,2,0.42189881774475474,6860,20.657,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,SS,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,50,216342,204991,11351,583.75,305.401,6.233,16,0.6226366148660323,39876,215.655,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,SU-full,4000,1,scikit-learn__scikit-learn,,,False,silent_crash,42,168376,158275,10101,1500.0,293.231,6.819,9,0.48759606387927473,28658,191.597,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,SS,4000,2,scikit-learn__scikit-learn,,,False,silent_crash,41,177390,164750,12640,1500.0,219.875,5.363,10,0.48591476572477343,39740,392.599,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TR,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,9,19558,18989,569,44.43,31.58,3.947,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TR,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,19758,19148,610,39.08,33.411,4.176,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,TRC+SS,4000,2,scikit-learn__scikit-learn,,,False,silent_crash,49,175417,168274,7143,1500.01,309.591,6.318,10,0.7493269056598394,10591,62.707,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SU-full,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,10,23189,22492,697,46.09,35.819,3.98,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11578,SS-partial,4000,2,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,493768,478633,15135,858.07,569.376,4.629,19,0.7912658901925642,25920,146.727,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SU-full,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,14198,13674,524,37.07,28.207,4.701,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,SS-partial,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,13,53985,51966,2019,1398.14,79.823,6.14,3,0.4079708197935694,13339,36.048,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,OTRC+SU-partial,4000,1,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,32912,31780,1132,695.4,33.394,4.174,2,0.44983355429011906,5343,17.689,0,125,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SS,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,16686,16118,568,32.49,26.681,3.812,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TRC,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,14213,13682,531,33.17,24.221,4.037,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,SS-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,25,74799,71869,2930,427.68,123.115,5.13,1,0.42032068062827227,4273,15.96,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TRC,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,19756,19051,705,40.69,34.9,4.363,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SS,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,10,22895,22205,690,47.64,36.247,4.027,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TRC+SU,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,14004,13507,497,28.06,22.446,3.741,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TRC+SU,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,14035,13524,511,29.57,24.053,4.009,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SU-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,20101,19657,444,27.86,21.784,3.631,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TRC+SS,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,16749,16166,583,34.33,28.314,4.045,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SS-partial,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,16810,16329,481,27.66,21.736,3.105,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,TRC+SS,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,14,38638,37609,1029,58.1,51.145,3.653,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,SS-partial,4000,1,scikit-learn__scikit-learn,,,False,silent_crash,8,22642,21551,1091,1500.02,57.295,7.162,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,OTRC+TR,4000,2,scikit-learn__scikit-learn,,,False,silent_crash,76,240014,217884,22130,1500.02,1060.604,14.332,15,0.5172494627053716,0,0.0,0,62,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,OTRC+TR,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,16418,15918,500,37.51,28.836,4.119,0,1.0,0,0.0,0,3,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,OTRC+SU-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,18449,17994,455,28.48,22.717,3.786,0,1.0,0,0.0,0,1,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,OTRC+SS-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,22791,22305,486,31.92,25.694,3.212,0,1.0,0,0.0,0,3,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,OTRC+SS-partial,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,24,73554,70572,2982,323.56,128.303,5.578,2,0.3736492165549068,7155,32.314,0,21,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13328,SS-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,73,295852,285725,10127,851.15,348.676,4.776,21,0.6266847669000841,47251,154.458,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,OTRC+SS-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,8,21752,21236,516,40.94,27.785,3.969,0,1.0,0,0.0,0,3,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,OTRC+SU-partial,4000,2,scikit-learn__scikit-learn,,,False,silent_crash,82,246145,232492,13653,1500.0,542.685,7.236,6,0.36053493148288057,20797,120.123,0,80,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,SU-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,22,68184,61822,6362,675.94,86.827,3.947,2,0.4040782619099464,7437,225.856,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-10908,OTRC+SS-partial,4000,1,scikit-learn__scikit-learn,,,False,silent_crash,79,267738,253407,14331,1500.02,561.531,7.199,11,0.3170470138051475,41515,125.809,0,49,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,SS,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,7,17000,16416,584,35.47,29.11,4.159,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,OTRC+TR,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,31,98348,95716,2632,150.89,140.833,4.543,2,0.6208859754404779,0,0.0,0,22,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SU-partial,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,20,63318,61517,1801,188.18,89.683,4.72,1,0.4168975069252078,4128,6.814,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,TRC,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,15,45437,44389,1048,73.73,56.269,4.019,7,0.6615468888557868,0,0.0,7,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,OTRC+SU-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,12,36340,35086,1254,156.36,60.815,5.068,1,0.49292277129376705,2426,7.691,0,7,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,SU-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,6,19679,19172,507,30.16,24.416,4.069,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,TR,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,27,82195,79731,2464,146.78,126.633,4.871,4,0.5785967049391442,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,SS,4000,2,scikit-learn__scikit-learn,,,False,silent_crash,30,104119,99841,4278,1500.03,136.739,4.715,5,0.3793349594980965,20249,64.284,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,TRC,4000,2,scikit-learn__scikit-learn,,Submitted,False,silent_crash,32,98554,96163,2391,136.33,120.951,4.032,2,0.5193643047819938,0,0.0,2,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,SS-partial,4000,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,11,23854,23193,661,46.8,32.864,3.652,0,1.0,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,SS-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,12,37064,35801,1263,70.71,40.904,3.719,1,0.3931725543478261,4520,17.806,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,OTRC+TR,4000,1,scikit-learn__scikit-learn,,Submitted,False,silent_crash,13,33693,32557,1136,65.6,53.34,4.445,0,1.0,0,0.0,0,8,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-15100,OTRC+SU-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,10,26967,26342,625,45.91,29.323,3.665,0,1.0,0,0.0,0,5,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-14496,SS-partial,4000,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,55,182508,176527,5981,329.32,242.724,4.58,5,0.46143433717190907,15969,55.441,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-11310,SS-partial,4000,1,scikit-learn__scikit-learn,,,False,silent_crash,69,237321,227909,9412,1500.02,369.115,5.349,11,0.4374955847752784,33533,104.143,0,0,qwen25-7b-budgeted-4000,0.5
scikit-learn__scikit-learn-13779,TR,4000,2,scikit-learn__scikit-learn,,LimitsExceeded,False,limits_exceeded,125,383237,363925,19312,1080.09,940.044,7.52,17,0.5170867911363791,0,0.0,0,0,qwen25-7b-budgeted-4000,0.5
