task_name,primitive,token_budget,depth,run_num,repo,resolved,exit_status,patch_generated,failure_mode,step_count,total_tokens_consumed,total_prompt_tokens,total_completion_tokens,latency_e2e_s,latency_llm_s,mean_step_latency_s,compression_events,mean_compression_ratio,summarization_prompt_tokens,summarization_latency_s,trc_fallback_events,online_trc_clears
sympy__sympy-12419,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,43,260797,254785,6012,1500.01,130.119,3.026,1,0.2701710396704576,9635,11.029,0,0
sympy__sympy-12419,SU-partial,10000,0.3,2,sympy__sympy,False,,False,silent_crash,113,753277,722433,30844,1500.02,477.05,4.222,7,0.23985754343383298,67482,214.187,0,0
sympy__sympy-13372,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,65,401554,392901,8653,267.75,218.815,3.366,1,0.23971183262607323,8998,1.899,0,0
sympy__sympy-13372,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,60,349432,342266,7166,256.38,187.691,3.128,1,0.23916364330723697,9162,3.234,0,0
sympy__sympy-12489,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,5,23139,22624,515,1500.01,12.985,2.597,0,1.0,0,0.0,0,0
sympy__sympy-12489,SU-partial,10000,0.3,2,sympy__sympy,False,,False,silent_crash,5,23112,22621,491,1500.03,9.903,1.981,0,1.0,0,0.0,0,0
sympy__sympy-13647,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,66,406813,395657,11156,532.3,295.271,4.762,2,0.2416211323391066,18103,11.589,0,0
sympy__sympy-13798,SU-partial,10000,0.3,2,sympy__sympy,False,Submitted,True,submitted_unresolved,45,238071,230300,7771,336.75,199.321,4.53,2,0.2080179886710044,18831,10.121,0,0
sympy__sympy-13798,SU-partial,10000,0.3,1,sympy__sympy,False,Submitted,True,submitted_unresolved,70,413593,399849,13744,411.46,308.433,4.536,4,0.23934845408445554,36681,47.032,0,0
sympy__sympy-13647,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,102,607509,576896,30613,1500.02,664.509,7.069,6,0.25751929675178437,53522,138.956,0,0
sympy__sympy-13878,SU-partial,10000,0.3,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,796778,777902,18876,1139.72,488.732,3.973,5,0.2633407621991527,43649,56.214,0,0
sympy__sympy-13878,SU-partial,10000,0.3,2,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,818921,801938,16983,1261.15,469.72,3.758,6,0.2523399826883961,54462,39.204,0,0
sympy__sympy-14248,SU-partial,10000,0.3,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,744168,720073,24095,1417.59,628.801,5.071,5,0.23098590758644244,48136,68.064,0,0
sympy__sympy-14531,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,105,694553,680483,14070,797.02,339.281,3.231,4,0.21661174911935635,37949,53.525,0,0
sympy__sympy-14531,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,101,673060,661275,11785,800.38,322.865,3.197,4,0.24188259689838557,36687,36.914,0,0
sympy__sympy-14248,SU-partial,10000,0.3,2,sympy__sympy,False,,False,silent_crash,101,665530,643748,21782,1500.02,536.283,5.417,5,0.23634515780862922,47142,73.165,0,0
sympy__sympy-14711,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,50,316422,309655,6767,321.0,158.59,3.172,2,0.21980722806194503,18212,11.536,0,0
sympy__sympy-14711,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,101,586728,569433,17295,618.4,381.061,3.773,3,0.2396150340678794,27005,15.42,0,0
sympy__sympy-15349,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,28,158974,151879,7095,454.35,159.07,5.681,1,0.2234285264731335,10985,4.958,0,0
sympy__sympy-15349,SU-partial,10000,0.3,2,sympy__sympy,False,Submitted,True,submitted_unresolved,66,443994,425388,18606,796.62,357.022,5.578,4,0.24851855279786303,37016,27.817,0,0
sympy__sympy-17139,SU-partial,10000,0.3,1,sympy__sympy,False,Submitted,True,submitted_unresolved,30,181536,176812,4724,130.77,112.43,3.877,1,0.2575310100413467,8866,4.469,0,0
sympy__sympy-17139,SU-partial,10000,0.3,2,sympy__sympy,False,Submitted,True,submitted_unresolved,41,209174,203254,5920,268.39,146.295,3.751,1,0.2632418952618454,8820,5.136,0,0
sympy__sympy-16450,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,55,314776,300595,14181,647.31,281.249,5.208,3,0.25466281672403474,28440,53.195,0,0
sympy__sympy-16450,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,74,461070,442948,18122,778.15,371.57,5.021,4,0.24428781983694198,37162,74.514,0,0
sympy__sympy-15875,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,16,94062,90103,3959,1500.01,86.728,5.42,0,1.0,0,0.0,0,0
sympy__sympy-15875,SU-partial,10000,0.3,2,sympy__sympy,False,,False,silent_crash,83,506682,465301,41381,1500.02,837.308,10.088,6,0.22942341586179574,57981,98.853,0,0
sympy__sympy-17318,SU-partial,10000,0.3,2,sympy__sympy,False,Submitted,True,submitted_unresolved,85,595200,573742,21458,696.51,436.039,5.191,6,0.27608965640854505,53554,70.204,0,0
sympy__sympy-18189,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,30,200167,193094,7073,441.57,159.905,5.514,2,0.23646073746710783,19013,10.652,0,0
sympy__sympy-17318,SU-partial,10000,0.3,1,sympy__sympy,False,Submitted,True,submitted_unresolved,87,635194,609138,26056,996.82,487.113,5.664,7,0.270306716722277,61921,148.729,0,0
sympy__sympy-18199,SU-partial,10000,0.3,2,sympy__sympy,False,Submitted,True,submitted_unresolved,34,226907,214335,12572,423.98,275.984,8.363,2,0.2518232445883552,19281,32.53,0,0
sympy__sympy-18211,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,19,114773,112461,2312,113.94,61.315,3.227,1,0.21032431395125695,9333,4.637,0,0
sympy__sympy-18189,SU-partial,10000,0.3,2,sympy__sympy,False,,False,silent_crash,6,31965,31315,650,1500.02,18.362,3.06,0,1.0,0,0.0,0,0
sympy__sympy-18199,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,8,38171,37492,679,1500.03,18.126,2.266,0,1.0,0,0.0,0,0
sympy__sympy-19954,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,23,131907,127413,4494,119.77,97.395,4.427,1,0.2223613251155624,9355,5.703,0,0
sympy__sympy-18211,SU-partial,10000,0.3,2,sympy__sympy,False,,False,silent_crash,36,205012,200169,4843,1500.02,121.654,3.476,1,0.2231755519136219,9517,5.287,0,0
sympy__sympy-19954,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,27,139369,133538,5831,221.79,131.236,4.861,1,0.22764984761259735,10987,18.678,0,0
sympy__sympy-19040,SU-partial,10000,0.3,2,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,845338,817858,27480,1252.88,479.148,3.833,7,0.2329592630552486,67115,201.513,0,0
sympy__sympy-20438,SU-partial,10000,0.3,2,sympy__sympy,False,Submitted,True,submitted_unresolved,57,353114,341934,11180,339.01,246.796,4.407,3,0.2397405723245115,27121,29.886,0,0
sympy__sympy-19040,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,114,728570,700251,28319,1500.02,616.737,5.607,6,0.23366587053602186,57230,77.184,0,0
sympy__sympy-20438,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,36,284595,276529,8066,1500.01,119.628,3.418,2,0.2988019542806027,19317,89.136,0,0
sympy__sympy-22456,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,41,266468,260274,6194,347.79,144.372,3.609,2,0.25277798512526806,18029,20.298,0,0
sympy__sympy-20916,SU-partial,10000,0.3,1,sympy__sympy,False,,False,silent_crash,60,380358,370575,9783,1500.03,236.025,3.934,2,0.23088080797999394,18941,14.518,0,0
sympy__sympy-20916,SU-partial,10000,0.3,2,sympy__sympy,False,,False,silent_crash,74,483893,474443,9450,1500.04,228.58,3.131,2,0.22508973441249738,19648,8.481,0,0
sympy__sympy-24213,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,54,353984,342569,11415,513.38,258.489,4.877,3,0.2303327509559394,29892,34.905,0,0
sympy__sympy-24661,SU-partial,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,64,348139,338222,9917,355.24,253.812,4.7,2,0.174627651169374,19827,12.622,0,0
sympy__sympy-22456,SU-partial,10000,0.3,1,sympy__sympy,False,LimitsExceeded,False,limits_exceeded,125,847385,822556,24829,1066.46,554.967,4.512,7,0.2305466790747892,66997,74.874,0,0
scikit-learn__scikit-learn-10844,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,34,203759,195962,7797,254.25,200.135,5.886,1,0.25744206341510717,9266,6.256,0,0
sympy__sympy-24213,SU-partial,10000,0.3,1,sympy__sympy,False,Submitted,True,submitted_unresolved,69,487831,469368,18463,1090.98,414.9,6.383,5,0.22707452951018808,49274,60.937,0,0
scikit-learn__scikit-learn-12585,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,38,224417,219381,5036,251.01,140.746,3.704,1,0.2077422897410085,9909,10.584,0,0
sympy__sympy-24661,SU-partial,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,94,657309,642956,14353,1213.08,323.263,3.439,5,0.24473832307295873,48875,79.34,0,0
scikit-learn__scikit-learn-10844,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,64,407747,392075,15672,854.95,383.622,5.994,3,0.23940228220138537,28852,36.248,0,0
scikit-learn__scikit-learn-12585,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,41,273078,262873,10205,765.06,208.691,5.217,3,0.22319272235014484,30054,48.83,0,0
scikit-learn__scikit-learn-12973,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,34,186713,180995,5718,184.48,118.739,3.958,1,0.28091190108191655,8695,10.79,0,0
scikit-learn__scikit-learn-12682,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,77,549025,535486,13539,1500.04,239.007,3.104,5,0.2207863905381736,50037,84.124,0,0
scikit-learn__scikit-learn-12682,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,28,187795,180644,7151,1500.03,72.418,2.785,2,0.19901526815499102,19683,104.296,0,0
scikit-learn__scikit-learn-13124,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,117,949994,926689,23305,748.18,465.645,4.158,13,0.4157724109205145,91723,113.658,0,0
scikit-learn__scikit-learn-12973,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,108,700291,678578,21713,1500.02,447.903,4.186,7,0.23423856150628194,64777,68.939,0,0
scikit-learn__scikit-learn-13135,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,49,381522,373313,8209,268.78,213.613,4.359,3,0.3011676789886946,24217,16.356,0,0
scikit-learn__scikit-learn-13124,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,29,239434,235209,4225,1500.02,96.464,3.326,3,0.38759558924167026,22724,17.421,0,0
scikit-learn__scikit-learn-13135,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,78,555082,541376,13706,944.32,347.594,4.635,6,0.2971001701536258,50275,47.264,0,0
scikit-learn__scikit-learn-13142,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,38,273854,267569,6285,498.41,153.98,4.052,2,0.2496938667733098,18138,24.597,0,0
scikit-learn__scikit-learn-13142,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,54,368856,359724,9132,554.73,192.359,3.629,4,0.24799477740544817,37467,51.325,0,0
scikit-learn__scikit-learn-13439,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,70,482223,473516,8707,703.06,209.449,2.992,4,0.24094823043995878,38334,33.761,0,0
scikit-learn__scikit-learn-13496,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,46,279319,272109,7210,222.59,172.706,4.016,2,0.26141244630906,17237,16.756,0,0
scikit-learn__scikit-learn-13439,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,103,769312,753121,16191,1500.03,309.237,3.002,7,0.21578126898960906,69151,106.324,0,0
scikit-learn__scikit-learn-14053,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,65,417384,406891,10493,534.86,235.821,3.743,4,0.2541895834912327,36962,34.56,0,0
scikit-learn__scikit-learn-14053,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,66,397343,384215,13128,814.05,243.858,3.998,5,0.2732702992542227,43645,42.328,0,0
scikit-learn__scikit-learn-13496,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,13,84050,83038,1012,1500.03,32.388,2.491,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-14141,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,17,70412,68538,1874,64.42,45.426,2.672,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-14141,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,22,122547,119827,2720,102.71,73.216,3.328,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-14087,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,47,252751,239679,13072,1500.04,242.617,6.385,3,0.21400282059484854,30041,68.305,0,0
scikit-learn__scikit-learn-14087,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,62,391794,376544,15250,1500.02,307.122,5.205,5,0.24174082276320136,45754,96.777,0,0
scikit-learn__scikit-learn-14710,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,66,488354,477838,10516,638.9,249.66,3.901,5,0.30491198685679327,42582,34.29,0,0
scikit-learn__scikit-learn-14629,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,97,654737,640791,13946,1500.03,310.361,3.2,6,0.24391912816543737,56426,86.134,0,0
scikit-learn__scikit-learn-14629,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,42,292307,287558,4749,1500.03,112.415,2.677,2,0.2666691290400133,19581,27.636,0,0
scikit-learn__scikit-learn-14710,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,LimitsExceeded,False,limits_exceeded,125,966599,950877,15722,971.0,390.684,3.125,8,0.3110732154082641,68124,80.338,0,0
scikit-learn__scikit-learn-14983,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,26,147324,143516,3808,236.95,84.272,3.511,1,0.2930089431676123,8878,18.603,0,0
scikit-learn__scikit-learn-14983,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,84,545541,533775,11766,943.66,275.211,3.316,4,0.22103604045158154,38422,21.662,0,0
scikit-learn__scikit-learn-14894,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,51,341232,327711,13521,1500.01,283.526,5.559,4,0.2542774746131552,41557,59.962,0,0
scikit-learn__scikit-learn-14894,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,54,349249,340660,8589,1500.02,222.57,4.122,2,0.19960089490859462,22141,19.883,0,0
scikit-learn__scikit-learn-25102,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,24,162157,158823,3334,1500.03,52.669,2.195,2,0.23200704211642464,18361,33.195,0,0
scikit-learn__scikit-learn-25102,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,40,285229,278172,7057,1500.02,113.096,2.827,3,0.21228090845571676,32354,66.632,0,0
scikit-learn__scikit-learn-25232,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,57,433812,421593,12219,1500.04,134.503,2.402,7,0.231725821766931,70076,173.621,0,0
scikit-learn__scikit-learn-25232,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,21,155198,150679,4519,1500.04,45.196,2.152,3,0.2039685083133623,32422,60.375,0,0
scikit-learn__scikit-learn-25931,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,85,542878,522795,20083,1500.03,357.321,4.523,5,0.2616472411740319,44127,149.818,0,0
scikit-learn__scikit-learn-25931,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,26,198635,191736,6899,1500.05,81.713,3.269,1,0.55100387143243,9857,101.271,0,0
scikit-learn__scikit-learn-26194,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,Submitted,True,submitted_unresolved,46,285027,278599,6428,190.74,134.899,2.998,2,0.23361653066050175,18689,19.156,0,0
scikit-learn__scikit-learn-25973,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,37,236061,231102,4959,1500.03,126.493,3.419,1,0.2222222222222222,9125,4.248,0,0
scikit-learn__scikit-learn-25973,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,54,396000,388846,7154,1500.02,143.925,2.665,3,0.24316035517312584,27795,42.007,0,0
scikit-learn__scikit-learn-26194,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,16,77761,75902,1859,1500.03,45.497,2.844,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-9288,SU-partial,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,6,31492,30974,518,1500.01,14.52,2.42,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-9288,SU-partial,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,110,839761,820793,18968,1500.02,304.494,2.794,10,0.2592299219923924,93721,90.144,0,0
django__django-11066,SS,10000,0.3,1,django__django,True,Submitted,True,resolved,7,24441,23555,886,33.34,28.246,4.035,0,1.0,0,0.0,0,0
django__django-11066,SS,10000,0.3,2,django__django,True,Submitted,True,resolved,7,24460,23545,915,34.69,29.147,4.164,0,1.0,0,0.0,0,0
django__django-11292,SS,10000,0.3,2,django__django,True,Submitted,True,resolved,32,186400,181456,4944,265.34,113.474,3.782,2,0.1708186261724074,20249,19.511,0,0
django__django-11292,SS,10000,0.3,1,django__django,False,,False,silent_crash,12,67120,66048,1072,1500.01,34.314,2.86,0,1.0,0,0.0,0,0
django__django-11299,SS,10000,0.3,1,django__django,False,,False,silent_crash,8,38923,38199,724,1500.0,31.63,3.954,0,1.0,0,0.0,0,0
django__django-11299,SS,10000,0.3,2,django__django,False,,False,silent_crash,10,51432,50658,774,1500.0,28.837,2.884,0,1.0,0,0.0,0,0
django__django-13012,SS,10000,0.3,1,django__django,True,Submitted,True,resolved,41,262721,254303,8418,305.01,177.552,4.439,2,0.20019063032708884,19997,21.636,0,0
django__django-13012,SS,10000,0.3,2,django__django,True,Submitted,True,resolved,35,256196,246783,9413,453.9,121.12,3.67,2,0.35308966021514526,19391,98.519,0,0
django__django-12273,SS,10000,0.3,1,django__django,False,,False,silent_crash,8,43839,43044,795,1500.0,18.775,2.347,0,1.0,0,0.0,0,0
django__django-12273,SS,10000,0.3,2,django__django,False,,False,silent_crash,39,194421,187622,6799,1500.0,164.227,5.132,2,0.14674506307344293,24165,12.224,0,0
django__django-13964,SS,10000,0.3,1,django__django,False,,False,silent_crash,55,351891,332800,19091,1500.0,338.661,6.513,4,0.267985689731058,39055,106.694,0,0
django__django-13964,SS,10000,0.3,2,django__django,False,,False,silent_crash,8,37502,36758,744,1500.0,21.81,2.726,0,1.0,0,0.0,0,0
django__django-14915,SS,10000,0.3,1,django__django,True,Submitted,True,resolved,34,206865,202787,4078,135.86,117.635,3.46,1,0.1763008655855139,9634,5.343,0,0
django__django-14915,SS,10000,0.3,2,django__django,True,Submitted,True,resolved,69,451353,440184,11169,464.1,274.062,4.03,2,0.2253303457543449,19796,38.169,0,0
django__django-14580,SS,10000,0.3,1,django__django,False,,False,silent_crash,10,50311,49430,881,1500.0,22.399,2.489,0,1.0,0,0.0,0,0
django__django-14580,SS,10000,0.3,2,django__django,False,,False,silent_crash,21,129754,127304,2450,1500.0,59.658,2.983,1,0.17328132618235007,9622,1.579,0,0
django__django-17087,SS,10000,0.3,1,django__django,True,Submitted,True,resolved,25,152500,147990,4510,153.7,116.217,4.842,1,0.17468378689152933,10046,5.49,0,0
scikit-learn__scikit-learn-10297,SS,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,29,167432,163522,3910,167.9,95.501,3.411,1,0.2034657320872274,9474,11.406,0,0
django__django-14999,SS,10000,0.3,1,django__django,False,,False,silent_crash,12,70215,68162,2053,1500.0,57.309,4.776,0,1.0,0,0.0,0,0
django__django-14999,SS,10000,0.3,2,django__django,False,,False,silent_crash,22,137018,134254,2764,1500.0,67.576,3.072,1,0.17037829427209958,10479,9.171,0,0
django__django-17087,SS,10000,0.3,2,django__django,False,,False,silent_crash,41,271609,265203,6406,1500.0,172.1,4.198,1,0.17987746505839555,10164,9.122,0,0
scikit-learn__scikit-learn-10297,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,110,733613,713796,19817,1500.0,478.166,4.387,7,0.19210185688008805,67145,55.168,0,0
scikit-learn__scikit-learn-11310,SS,10000,0.3,2,scikit-learn__scikit-learn,False,LimitsExceeded,False,limits_exceeded,125,837262,824117,13145,659.82,296.871,2.394,6,0.17280938476214688,60582,31.324,0,0
scikit-learn__scikit-learn-10908,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,11,69200,67167,2033,1500.0,65.552,5.959,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-10908,SS,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,7,39956,38745,1211,1500.0,34.317,4.902,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-11310,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,18,66888,65117,1771,1500.0,46.66,2.745,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-11578,SS,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,42,304930,293642,11288,381.33,283.186,6.743,4,0.3052882602318388,35008,22.583,0,0
scikit-learn__scikit-learn-13328,SS,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,84,623805,608674,15131,792.72,352.043,4.191,7,0.2912912647870803,62392,87.181,0,0
scikit-learn__scikit-learn-13779,SS,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,57,354658,347156,7502,316.49,179.584,3.265,2,0.1581599133638615,20172,10.042,0,0
scikit-learn__scikit-learn-11578,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,26,176910,170876,6034,1500.0,146.117,5.845,2,0.2994707698607321,17454,4.108,0,0
scikit-learn__scikit-learn-13328,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,10,70796,69545,1251,1500.0,43.138,4.314,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-14496,SS,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,39,212986,208592,4394,149.93,115.37,3.036,1,0.21087891210878912,9156,5.6,0,0
scikit-learn__scikit-learn-14496,SS,10000,0.3,1,scikit-learn__scikit-learn,True,Submitted,True,resolved,29,181641,175458,6183,190.1,135.25,4.664,1,0.2615718873984508,10199,23.358,0,0
scikit-learn__scikit-learn-15100,SS,10000,0.3,2,scikit-learn__scikit-learn,True,Submitted,True,resolved,23,146619,139564,7055,207.55,143.601,6.244,1,0.2793413746888761,9886,23.053,0,0
scikit-learn__scikit-learn-13779,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,14,70410,69165,1245,1500.0,34.45,2.461,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-15100,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,94,588661,568226,20435,1500.0,457.29,4.865,4,0.2350286271213475,38743,54.8,0,0
scikit-learn__scikit-learn-25747,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,6,42288,41809,479,1500.0,15.14,2.523,0,1.0,0,0.0,0,0
scikit-learn__scikit-learn-25747,SS,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,7,51812,51295,517,1500.01,14.927,2.132,0,1.0,0,0.0,0,0
sympy__sympy-11618,SS,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,50,298131,291637,6494,199.85,185.925,3.719,1,0.1600995024875622,9727,4.805,0,0
sympy__sympy-11618,SS,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,46,289016,282729,6287,349.64,191.316,4.348,1,0.15345144738115984,9858,3.783,0,0
scikit-learn__scikit-learn-26323,SS,10000,0.3,1,scikit-learn__scikit-learn,False,,False,silent_crash,21,150308,147561,2747,1500.0,83.344,3.969,1,0.23313424067365124,9076,6.035,0,0
scikit-learn__scikit-learn-26323,SS,10000,0.3,2,scikit-learn__scikit-learn,False,,False,silent_crash,30,187463,184613,2850,1500.01,84.931,3.033,1,0.22333000997008973,8848,1.542,0,0
sympy__sympy-13031,SS,10000,0.3,1,sympy__sympy,False,Submitted,True,submitted_unresolved,103,643426,623800,19626,842.97,459.478,4.549,4,0.23673152031169375,39993,88.084,0,0
sympy__sympy-13091,SS,10000,0.3,1,sympy__sympy,False,Submitted,True,submitted_unresolved,73,455805,442922,12883,765.45,312.878,4.346,3,0.2184443300207368,29652,38.68,0,0
sympy__sympy-13031,SS,10000,0.3,2,sympy__sympy,False,,False,silent_crash,19,105806,101654,4152,1500.01,118.479,6.582,0,1.0,0,0.0,0,0
sympy__sympy-15017,SS,10000,0.3,1,sympy__sympy,False,Submitted,True,submitted_unresolved,21,138101,134506,3595,111.24,79.316,3.966,1,0.23427375137075068,9305,19.269,0,0
sympy__sympy-15017,SS,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,48,293965,286236,7729,285.64,183.783,3.91,2,0.18479919988476856,19868,17.888,0,0
sympy__sympy-13091,SS,10000,0.3,2,sympy__sympy,False,,False,silent_crash,77,476629,465238,11391,1500.01,305.431,4.072,2,0.23551220363926376,19187,41.198,0,0
sympy__sympy-13757,SS,10000,0.3,1,sympy__sympy,False,,False,silent_crash,25,168328,165840,2488,1500.01,72.41,2.896,0,1.0,0,0.0,0,0
sympy__sympy-13757,SS,10000,0.3,2,sympy__sympy,False,,False,silent_crash,81,521778,507192,14586,1500.0,308.267,3.853,4,0.1853064972044768,46687,81.113,0,0
sympy__sympy-15345,SS,10000,0.3,1,sympy__sympy,False,,False,silent_crash,22,125301,121931,3370,1500.0,97.996,4.666,0,1.0,0,0.0,0,0
sympy__sympy-15345,SS,10000,0.3,2,sympy__sympy,False,,False,silent_crash,54,281267,270750,10517,1500.01,261.17,4.928,2,0.1683087229128548,19067,14.897,0,0
sympy__sympy-19637,SS,10000,0.3,1,sympy__sympy,True,Submitted,True,resolved,29,168197,164194,4003,104.85,92.126,3.177,1,0.14625481101352017,9723,1.775,0,0
sympy__sympy-19637,SS,10000,0.3,2,sympy__sympy,True,Submitted,True,resolved,33,173238,167723,5515,157.71,126.318,3.947,1,0.17029722141543227,9899,9.058,0,0
